AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
4141.28205108, 4170.76923063, 4192.05128192, 4126.66666639, 4130.25640998, 4177.94871781, 4193.84615371, 4166.15384595, 4160.38461518, 4163.71794851, 4201.79487173, 4192.94871781, 4168.20512807, 4122.30769203,0
4130.64102537, 4139.10256390, 4158.07692287, 4100.38461504, 4130.38461511, 4157.94871774, 4147.94871774, 4138.07692287, 4137.30769210, 4142.94871774, 4177.82051269, 4159.48717928, 4143.97435877, 4124.48717921,0
4122.43589716, 4130.51282024, 4148.97435877, 4097.05128171, 4130.64102537, 4136.92307672, 4139.48717928, 4133.97435870, 4134.99999973, 4143.07692287, 4179.48717935, 4149.10256390, 4141.79487159, 4122.17948691,0
4133.58974332, 4156.41025621, 4171.15384602, 4123.46153819, 4137.69230749, 4164.35897415, 4171.53846140, 4158.33333313, 4156.92307672, 4161.28205108, 4200.64102551, 4173.58974345, 4163.97435877, 4120.64102537,0
4134.23076896, 4164.99999980, 4167.69230749, 4132.94871767, 4148.71794851, 4168.33333320, 4171.15384602, 4156.79487159, 4152.56410236, 4154.99999980, 4195.64102551, 4171.92307679, 4160.64102544, 4120.12820485,0
4113.97435870, 4138.07692287, 4144.10256390, 4111.02564075, 4132.43589716, 4132.94871767, 4147.17948697, 4130.76923050, 4132.05128178, 4135.76923056, 4178.58974345, 4143.71794851, 4135.38461518, 4117.69230742,0
4120.25640998, 4114.61538434, 4138.58974339, 4087.94871761, 4105.12820485, 4134.35897408, 4139.48717928, 4125.51282024, 4131.92307665, 4131.92307665, 4179.99999986, 4140.76923056, 4133.46153819, 4125.51282024,0
4127.94871767, 4116.92307665, 4139.23076903, 4087.94871761, 4117.69230742, 4144.23076903, 4133.46153819, 4132.69230742, 4133.07692280, 4132.05128178, 4183.20512807, 4149.99999980, 4147.82051262, 4126.15384588,0
4111.02564075, 4120.64102537, 4137.82051262, 4097.82051248, 4131.53846126, 4126.41025614, 4124.99999973, 4128.07692280, 4127.17948691, 4128.07692280, 4178.33333320, 4143.97435877, 4138.07692287, 4118.20512793,0
4117.94871767, 4114.23076896, 4147.17948697, 4097.69230735, 4111.79487152, 4124.61538434, 4127.43589716, 4125.12820485, 4134.99999973, 4138.07692287, 4182.30769217, 4147.56410236, 4130.51282024, 4124.61538434,0
4137.05128185, 4123.84615357, 4166.15384595, 4105.76923050, 4109.23076896, 4143.20512800, 4141.15384595, 4139.10256390, 4150.89743569, 4158.20512800, 4201.15384609, 4171.28205115, 4163.71794851, 4125.12820485,0
4130.64102537, 4140.76923056, 4175.89743576, 4124.74358947, 4123.07692280, 4136.15384595, 4154.35897415, 4146.28205108, 4145.51282031, 4160.38461518, 4203.46153840, 4181.79487166, 4179.99999986, 4113.97435870,0
4122.56410229, 4133.33333306, 4164.99999980, 4125.25640998, 4113.58974332, 4118.58974332, 4141.28205108, 4128.97435870, 4121.79487152, 4138.84615364, 4182.69230756, 4166.79487159, 4147.82051262, 4116.66666639,0
4127.94871767, 4134.23076896, 4164.23076903, 4125.51282024, 4123.84615357, 4130.64102537, 4119.99999973, 4122.30769203, 4121.79487152, 4126.53846126, 4186.28205115, 4164.48717928, 4133.46153819, 4119.23076896,0
4131.79487152, 4160.64102544, 4187.56410243, 4144.99999980, 4158.20512800, 4149.61538441, 4130.89743562, 4143.97435877, 4146.79487159, 4146.53846133, 4217.05128199, 4188.84615371, 4166.66666646, 4112.30769203,0
