AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
4071.02564068, 4169.23076910, 4128.71794844, 4167.69230749, 4124.61538434, 4136.53846133, 4118.07692280, 4068.58974318, 4072.69230735, 4099.48717914, 4101.79487145, 4116.66666639, 4147.69230749, 4123.58974332,0
4055.89743548, 4143.07692287, 4110.51282024, 4157.69230749, 4112.94871767, 4118.97435870, 4100.64102530, 4059.10256369, 4060.64102523, 4087.05128171, 4099.87179453, 4098.97435863, 4107.82051255, 4117.17948691,0
4051.79487138, 4114.61538434, 4093.46153812, 4132.43589716, 4096.15384581, 4101.28205094, 4085.89743555, 4053.71794830, 4048.58974318, 4079.61538427, 4094.61538427, 4086.41025607, 4099.23076889, 4123.97435870,0
4073.84615350, 4152.17948697, 4124.23076896, 4158.58974339, 4117.69230742, 4129.99999973, 4113.84615357, 4075.25640991, 4071.79487145, 4104.74358947, 4118.97435870, 4122.69230742, 4149.87179467, 4122.82051255,0
4088.97435863, 4204.10256404, 4166.41025621, 4209.99999993, 4153.71794851, 4165.51282031, 4149.48717928, 4101.15384581, 4106.92307665, 4147.43589723, 4164.10256390, 4166.66666646, 4193.07692294, 4113.71794844,0
4093.58974325, 4194.99999986, 4159.99999980, 4196.53846140, 4149.35897415, 4154.87179467, 4142.56410236, 4098.84615350, 4101.28205094, 4151.15384595, 4157.05128185, 4156.02564082, 4176.15384602, 4125.76923050,0
4068.97435856, 4170.25641012, 4132.17948691, 4164.74358954, 4135.38461518, 4138.33333313, 4124.87179460, 4083.07692273, 4077.56410222, 4120.38461511, 4115.64102537, 4124.10256383, 4150.25641005, 4114.35897408,0
4062.82051241, 4165.51282031, 4124.23076896, 4170.76923063, 4135.76923056, 4138.71794851, 4121.53846126, 4078.20512786, 4075.12820478, 4102.94871767, 4107.94871767, 4119.48717921, 4149.74358954, 4116.28205101,0
4075.38461504, 4164.74358954, 4123.58974332, 4178.07692294, 4133.71794844, 4142.56410236, 4122.17948691, 4079.61538427, 4081.66666632, 4109.23076896, 4118.84615357, 4122.94871767, 4144.61538441, 4125.89743562,0
4065.51282010, 4165.76923056, 4125.89743562, 4172.82051269, 4139.99999980, 4151.02564082, 4126.66666639, 4079.48717914, 4080.38461504, 4117.43589716, 4120.64102537, 4120.25640998, 4131.15384588, 4112.56410229,0
4064.48717907, 4159.87179467, 4126.66666639, 4167.05128185, 4143.33333313, 4147.94871774, 4126.53846126, 4074.74358940, 4075.76923043, 4108.07692280, 4111.53846126, 4117.30769203, 4136.28205108, 4118.46153819,0
4064.74358933, 4151.15384595, 4119.74358947, 4166.92307672, 4133.71794844, 4136.02564082, 4118.33333306, 4071.41025607, 4077.30769196, 4103.71794844, 4108.97435870, 4115.25640998, 4148.84615364, 4119.10256383,0
4067.82051241, 4154.61538441, 4122.94871767, 4169.48717935, 4126.41025614, 4133.84615357, 4113.46153819, 4078.33333299, 4082.17948684, 4120.12820485, 4123.46153819, 4120.38461511, 4144.61538441, 4116.79487152,0
4079.48717914, 4165.89743569, 4139.23076903, 4175.89743576, 4137.30769210, 4142.43589723, 4123.58974332, 4091.66666632, 4091.92307658, 4134.61538434, 4133.46153819, 4131.41025614, 4154.87179467, 4121.41025614,0
4077.30769196, 4168.97435884, 4143.46153826, 4178.71794858, 4145.76923056, 4165.12820492, 4147.05128185, 4092.82051248, 4103.20512793, 4152.05128185, 4137.17948697, 4141.53846133, 4191.66666653, 4120.89743562,0
4083.71794837, 4183.20512807, 4151.66666646, 4187.43589730, 4151.66666646, 4169.87179474, 4151.15384595, 4093.07692273, 4100.89743555, 4147.05128185, 4145.25641005, 4150.51282031, 4179.48717935, 4119.74358947,0
4079.10256376, 4178.33333320, 4145.51282031, 4184.87179474, 4154.10256390, 4163.71794851, 4148.71794851, 4088.07692273, 4092.56410222, 4142.82051262, 4145.12820492, 4143.46153826, 4149.87179467, 4121.15384588,0
4080.12820478, 4172.05128192, 4138.71794851, 4187.82051269, 4158.20512800, 4158.07692287, 4146.53846133, 4094.10256376, 4096.92307658, 4146.15384595, 4134.99999973, 4141.41025621, 4166.92307672, 4123.71794844,0
4076.66666632, 4178.84615371, 4143.71794851, 4193.97435884, 4163.84615364, 4166.28205108, 4151.02564082, 4107.82051255, 4109.74358947, 4154.74358954, 4139.87179467, 4154.74358954, 4195.51282038, 4119.10256383,0
4073.71794837, 4183.46153833, 4141.53846133, 4189.35897422, 4164.74358954, 4171.92307679, 4152.69230749, 4104.61538434, 4106.28205101, 4148.58974339, 4145.89743569, 4154.99999980, 4181.92307679, 4119.48717921,0
4083.97435863, 4187.56410243, 4144.48717928, 4199.23076910, 4168.33333320, 4175.12820499, 4159.48717928, 4100.89743555, 4100.89743555, 4145.76923056, 4151.66666646, 4156.41025621, 4186.53846140, 4126.41025614,0
4087.94871761, 4194.87179474, 4157.56410236, 4209.61538455, 4169.10256397, 4176.53846140, 4163.97435877, 4106.02564075, 4107.05128178, 4153.58974339, 4157.82051262, 4164.99999980, 4201.66666660, 4123.97435870,0
4081.66666632, 4188.97435884, 4151.66666646, 4194.61538448, 4162.17948697, 4164.48717928, 4147.17948697, 4096.53846119, 4100.89743555, 4143.20512800, 4145.38461518, 4152.94871774, 4180.51282038, 4120.76923050,0
4076.28205094, 4181.02564089, 4144.35897415, 4189.48717935, 4164.23076903, 4158.46153826, 4139.35897415, 4089.35897402, 4095.38461504, 4134.10256383, 4139.48717928, 4147.94871774, 4182.94871781, 4122.17948691,0
4079.35897402, 4187.43589730, 4150.64102544, 4199.10256397, 4170.38461525, 4169.74358961, 4153.20512800, 4103.71794844, 4107.56410229, 4148.33333313, 4150.76923056, 4158.71794851, 4200.25641012, 4122.43589716,0
4080.64102530, 4182.94871781, 4144.10256390, 4188.71794858, 4161.66666646, 4173.33333320, 4155.76923056, 4110.64102537, 4110.64102537, 4152.05128185, 4144.74358954, 4146.66666646, 4169.61538448, 4124.61538434,0
4073.20512786, 4172.30769217, 4135.76923056, 4182.30769217, 4157.05128185, 4171.66666653, 4155.38461518, 4102.69230742, 4108.33333306, 4143.84615364, 4135.89743569, 4136.02564082, 4147.94871774, 4125.12820485,0
4076.41025607, 4177.05128192, 4143.46153826, 4192.94871781, 4167.56410236, 4175.38461525, 4165.89743569, 4106.28205101, 4113.46153819, 4143.46153826, 4141.02564082, 4148.71794851, 4176.79487166, 4124.10256383,0
